UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
2806,NA,,,,,,0,,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,No,No,Receiving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,A.M.,No,End,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,No,No,Supportive,No,PC,No,Cautious,No,Umm...,Yes,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,100
2807,NA,,,,,,0,,,,,,,,,No,No,,,,Yes,,,,,No,No,Receiving,No,,Idealist,No,Yes,Cool headed,,,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2808,1999,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,1,No,No,No,No,No,Yes,Public,No,No,No,Yes,No,Yes,Yes,Art,Try first,No,Yes,Yes,Yes,Receiving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Right,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,,No,Yes,Yes,Grrr people,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,No,Nope,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,100
2809,1992,,"under $25,000",Single (no kids),Current K-12,Independent,1,,,,,,,Public,Yes,,No,Yes,No,,,,,,,No,,,,,Pragmatist,,,,,No,Right,No,Yes,,No,,,,,No,Circumstances,,No,No,Yes,,,Yes,,Tunes,People,,,Yes,,,,,,,,,,,,,Online,No,,,Yes,,,,,,,,Yes,,,,,,,Pessimist,Mom,,,Yes,,,,,,No,,,,,,,29
2810,1961,Female,"$75,000 - $100,000",Married (no kids),Associate's Degree,Republican,1,Yes,No,No,Yes,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,Yes,End,Yes,Yes,Me,No,No,Yes,No,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,101
2811,1973,Female,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,Democrat,0,Yes,No,No,No,No,No,Public,Yes,Yes,No,Yes,Yes,No,No,Science,Try first,No,No,Yes,No,Giving,No,,,,,,Standard hours,No,,Yes,Yes,,No,A.M.,Yes,,Yes,No,Me,No,Yes,No,Yes,No,TMI,No,,Tunes,People,,,,,,,,,Yes,Cautious,,,,Space,No,Online,,,,,,Yes,,No,Yes,Yes,,Yes,No,No,,,,Own,,Mom,,Yes,Yes,,,Yes,No,No,,,,Only-child,Yes,,Yes,63
2812,1987,Female,"$25,001 - $50,000",,Master's Degree,,1,,,,,,,,No,Yes,No,Yes,Yes,,,,,Yes,Yes,Yes,No,Giving,,,,,,,,,,,,Yes,,,Yes,End,,No,Circumstances,Yes,No,Yes,No,,,,,Tunes,People,Yes,Yes,Yes,,,,,,,,,,,,,,,No,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,30
2813,1996,Female,,Single (no kids),Current K-12,Democrat,0,No,Yes,,,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Try first,No,No,No,No,Receiving,Yes,Yes,,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,No,No,No,Yes,Demanding,No,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,Pessimist,Dad,,,,Yes,Check!,,No,No,Yes,No,Yes,Yes,Yes,,Yes,67
2814,1997,Male,,Married (w/kids),,Democrat,1,Yes,,No,No,,Yes,Public,No,No,No,,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Right,No,Yes,,,,Yes,,,No,,,,,Yes,,Mysterious,,,Talk,People,,,Yes,,Yes,Supportive,No,PC,,Cautious,Yes,Umm...,No,,Yes,,,No,Yes,Yes,Grrr people,,No,No,,,Yes,Yes,No,No,,Yes,,Own,Pessimist,Dad,No,No,,Yes,,,,,,,No,Yes,No,No,Yes,67
2815,1992,Male,"under $25,000",Single (no kids),Current Undergraduate,,0,,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,Study first,Yes,No,No,No,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,,No,Start,No,No,Circumstances,,,No,,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,,No,Supportive,Yes,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,No,No,Yes,Nope,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,95
2816,1941,Male,"over $150,000",Married (w/kids),High School Diploma,Independent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,Yes,TMI,No,Yes,Tunes,Technology,Yes,No,No,Yes,No,Supportive,,,,,,,,,,,,Yes,Yes,Yes,Yay people!,,,,,,No,No,No,No,No,Yes,Yes,Own,,,,No,Yes,Yes,Nope,Yes,No,No,Yes,,No,Only-child,Yes,Yes,Yes,39
2817,1985,Male,"$50,000 - $74,999",Married (no kids),High School Diploma,Libertarian,1,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,No,No,Mysterious,Yes,No,Talk,Technology,No,,,,,,,PC,Yes,Cautious,No,,,,,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,,89
2818,NA,,,,,,0,,,No,No,Yes,Yes,Public,Yes,Yes,Yes,Yes,No,Yes,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,,Right,Yes,Yes,No,Yes,A.M.,Yes,End,No,No,Me,No,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,No,No,No,Demanding,No,Mac,,,,,,,,,,,,Yes,Grrr people,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Rent,Optimist,Dad,No,Yes,No,No,Check!,No,No,No,No,Yes,Yes,Yes,No,No,No,87
2819,1979,Female,,Married (w/kids),Current K-12,,1,,,Yes,Yes,Yes,No,Public,,,,,,,,,,,,,,,,,,,,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,End,Yes,Yes,Me,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
2820,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Libertarian,1,No,Yes,No,No,No,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,No,No,Receiving,No,,,No,No,,,No,,,No,,,P.M.,Yes,Start,Yes,No,,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,,No,Supportive,,PC,,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,No,Yay people!,Yes,No,Yes,No,,Yes,No,Yes,,,,No,Own,Pessimist,,Yes,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,,No,No,83
2821,1997,Male,"over $150,000",Single (no kids),High School Diploma,Democrat,0,,No,No,No,No,Yes,Private,No,No,No,,No,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Start,,Yes,Circumstances,,Yes,No,,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,Yes,Yes,,,,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Own,,,,,,,,,,,,,,,,,,55
2822,1995,Male,"$100,001 - $150,000",Single (no kids),High School Diploma,Independent,0,,No,No,No,Yes,No,Public,Yes,No,No,No,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,100
2823,1948,Male,"over $150,000",Married (w/kids),Doctoral Degree,Independent,1,,,,,,,,,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,,,,,,,,,,,,,,,,,,,,,,,,Yes,Mysterious,,No,,,,,,Yes,No,Supportive,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2824,1986,Male,,,Master's Degree,Democrat,0,No,No,No,No,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,No,Art,Try first,No,Yes,Yes,No,Receiving,No,Yes,Idealist,Yes,No,Cool headed,Odd hours,Yes,Right,No,No,No,Yes,P.M.,No,Start,Yes,No,Me,Yes,No,Yes,No,Yes,Mysterious,Yes,,,Technology,,,,,Yes,Demanding,,,,,,,,,,,,,,No,Yay people!,No,No,Yes,Yes,No,No,Yes,,,,,No,Rent,Optimist,Mom,Yes,No,Yes,Yes,Check!,Yes,Yes,No,Yes,Yes,No,Only-child,Yes,No,,77
2825,NA,,,,,,1,,,,,,,,,,,,,,,,,,,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,Yes,Me,,No,No,,No,Mysterious,No,No,Tunes,Technology,No,No,No,No,Yes,Supportive,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,48
2826,NA,,,,,,1,No,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Happy,Yes,No,No,No,A.M.,Yes,Start,Yes,No,Me,,,,,,,,,,,Yes,Yes,No,No,Yes,,,,,,,,No,,No,,,Yes,Yes,,Grrr people,,,,No,No,Yes,Yes,,,No,Yes,Yes,Rent,Optimist,Dad,Yes,No,Yes,Yes,,Yes,No,Yes,Yes,Yes,,Yes,,,,45
2827,1995,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Democrat,0,Yes,Yes,No,No,Yes,Yes,Private,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,No,Yes,No,No,A.M.,Yes,End,No,No,Circumstances,Yes,Yes,Yes,No,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Rent,Pessimist,Mom,No,Yes,No,No,Nope,No,No,No,Yes,No,No,Yes,No,No,Yes,101
2828,1997,Female,"$100,001 - $150,000",Single (no kids),Current K-12,Democrat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Odd hours,No,Happy,No,No,Yes,Yes,P.M.,No,Start,No,No,Me,,,,,,,,,,,No,Yes,No,Yes,,Demanding,No,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Own,,,,,,,,,,,,,,,,,,47
2829,NA,Female,,,Current K-12,Democrat,0,,No,No,No,No,Yes,Public,Yes,Yes,Yes,Yes,No,No,Yes,Art,Study first,Yes,Yes,Yes,Yes,Receiving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,Yes,No,No,No,TMI,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,,,No,Cautious,Yes,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,,No,Yes,Yes,,No,Yes,Yes,Yes,No,Yes,No,Own,Pessimist,,,No,Yes,Yes,Nope,Yes,No,No,No,,,,,,No,89
2830,1978,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Other,0,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Science,,Yes,No,No,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,Optimist,Dad,Yes,No,No,Yes,,,,,,,,,,,No,22
2831,1995,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,0,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Cool headed,Odd hours,,Happy,,Yes,,No,P.M.,,,,,,,,,,,,,,,,,,,,,,,,,Cautious,Yes,,Yes,Space,,,,,Yes,No,Grrr people,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,No,Yes,Yes,Yes,,,23
2832,NA,,,,,,1,No,No,No,No,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,A.M.,No,End,Yes,No,Me,No,Yes,Yes,Yes,Yes,TMI,No,Yes,Tunes,Technology,Yes,No,No,No,Yes,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,100
2833,NA,,,,,,1,,No,No,No,No,No,Public,No,,,,,,,,,,,Yes,,,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,No,No,Yes,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,PC,,,,,,,,,,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,No,,,,,Yes,Rent,Pessimist,Mom,No,,,,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,70
2834,1972,Male,,,,,1,,No,,Yes,,Yes,Private,,Yes,,Yes,No,,,,,,Yes,,,,No,,,,,,,,,,,No,,A.M.,,,,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,No,,No,Yes,Grrr people,,,No,,,Yes,Yes,Yes,,No,Yes,,Own,,,,Yes,,Yes,Check!,Yes,,,,,,Yes,,Yes,,31
2835,1968,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Standard hours,,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,,Yes,Yes,Me,Yes,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,No,Yes,No,,Own,Optimist,Dad,,,,Yes,,Yes,No,,,,,,,,,25
2836,1993,Female,,Single (no kids),Current Undergraduate,,1,,,,,,,,,,,,,,,,Try first,No,No,No,,Giving,,Yes,Pragmatist,No,No,Cool headed,Odd hours,,,,,,,,Yes,,,No,,Yes,No,,No,No,TMI,No,Yes,,,,,,,,,No,PC,,Cautious,Yes,,,,,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,No,Yes,Yes,Yes,No,,,,Yes,No,Own,,,,No,No,Yes,Check!,,No,No,Yes,Yes,No,Yes,Yes,No,No,53
2837,1990,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Republican,1,,Yes,No,Yes,Yes,No,Public,Yes,Yes,No,Yes,Yes,No,,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,,,Yes,No,,Yes,No,Yes,Yes,No,Mysterious,No,Yes,,,Yes,,No,No,Yes,Supportive,Yes,Mac,Yes,Cautious,No,,No,,No,Online,No,No,Yes,Yes,,No,No,No,No,Yes,Yes,No,No,No,,,Yes,,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,85
2838,1996,Female,,Married (w/kids),Current K-12,,0,,,,,,,,,,,,,,,,,,,Yes,,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,32
2839,1987,Female,"$50,000 - $74,999",Married (no kids),Master's Degree,Democrat,1,,Yes,,,No,Yes,Public,Yes,No,No,,Yes,,Yes,Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac,,Cautious,Yes,Umm...,No,Space,Yes,Online,No,,,,,,,,,,,,No,Yes,No,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,,,,,,,No,Yes,,No,Yes,35
2840,NA,,,,,,1,,,,,,,,,,,,,,,,,,,No,Yes,Giving,,,,,,Cool headed,Odd hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Me,No,,,No,,,,,,,,Yes,Yes,Yes,Yes,Supportive,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
2841,1990,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,0,Yes,No,,,,,,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,,Idealist,No,Yes,Cool headed,Standard hours,No,Right,Yes,No,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,,,Tunes,Technology,Yes,Yes,Yes,No,,,,,,Cautious,,Umm...,No,Space,No,In-person,Yes,,,,,Yes,No,No,No,Yes,Yes,,No,No,No,Yes,Yes,,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,,80
2842,NA,,,,,,1,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supportive,Yes,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,No,No,,,Yes,Yes,No,No,23
2843,1969,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,1,,,,,,,,No,No,,Yes,,,Yes,Art,,Yes,Yes,,,Giving,Yes,Yes,,,,,,,,,No,No,,P.M.,,,,No,Circumstances,Yes,Yes,No,Yes,,,,,,,Yes,,Yes,,No,,,PC,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,Yes,,Yes,,,Yes,28
2844,1982,Female,,Single (w/kids),Associate's Degree,Republican,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Start,Yes,No,Me,No,No,Yes,,No,,,Yes,,,,Yes,Yes,No,No,Supportive,Yes,Mac,Yes,Cautious,,Umm...,Yes,Space,Yes,,,,,,,Yes,No,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Optimist,,Yes,No,Yes,Yes,,,,,,,,,,,,36
2845,NA,,,,,,0,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,,,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,Yes,,,,,,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,,,,,,,,,,,,,,,,,,,,Yes,Yay people!,,,,,,,,No,Yes,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,,No,,Yes,,,,,,,,59
2846,1995,Male,,,High School Diploma,Other,0,,,,,No,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Grrr people,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,37
2847,NA,,,,,,1,,,,,,,,,Yes,No,,Yes,,,,,,,,,,,No,Idealist,No,No,,Standard hours,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,Mac,,,,,Yes,,,,No,No,Yes,Yes,Yay people!,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,No,Nope,No,No,,No,Yes,No,Yes,Yes,Yes,No,46
2848,1981,Female,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Independent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,,No,Yes,Yes,Yes,No,,Yes,Yes,,,,Yes,Yes,No,Yes,Supportive,Yes,,Yes,,,Yes!,No,,No,,Yes,,,,,,,,,,,Yes,No,,Yes,No,Yes,Rent,,Dad,Yes,Yes,Yes,Yes,,,,,,,,,,,,32
2849,1981,Male,"over $150,000",Married (w/kids),Associate's Degree,Libertarian,1,,No,No,Yes,Yes,Yes,Public,No,No,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,No,No,Pragmatist,No,No,Cool headed,Odd hours,,Right,No,,,,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,No,No,No,TMI,No,Yes,Tunes,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,No,,Yes,No,No,No,No,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,95
2850,1958,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,1,,,No,Yes,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Art,Study first,Yes,Yes,No,No,,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,No,,Circumstances,Yes,,Yes,,Yes,Mysterious,Yes,Yes,Talk,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,,Yes,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,93
2851,1990,Male,"under $25,000",Married (w/kids),High School Diploma,Independent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Odd hours,No,Right,No,No,Yes,No,P.M.,,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,No,TMI,No,No,Talk,Technology,No,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,Yes,No,Yes,No,Yay people!,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Rent,Optimist,Dad,No,,,,Check!,Yes,No,No,Yes,No,No,Only-child,Yes,No,No,71
2852,NA,Male,"$100,001 - $150,000",,,Independent,0,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,,,Yes,P.M.,Yes,,Yes,,,Yes,No,,Yes,No,,,,,,,,Yes,,Yes,,,PC,,,,,,Space,,,,No,,,Grrr people,,,Yes,,,,,,,,,,,,,,No,No,,,,No,,,,,,,,,49
2853,1977,Female,"$100,001 - $150,000",Single (no kids),Master's Degree,Independent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,No,Yes,,,,,,,,,,,Yes,Cautious,No,,,,No,In-person,Yes,,,Yes,Yay people!,Yes,,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,32
2854,NA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,P.M.,No,End,Yes,No,Circumstances,Yes,No,No,No,No,TMI,No,No,Tunes,People,Yes,No,Yes,No,Yes,,,,,,,,,,,,,No,No,,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Own,Optimist,Mom,No,No,Yes,No,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56
